Chr	Start	End	ID	tumour-brca-del-ch17
17	15984052	15984100	 NCOR1	0
17	15989555	15989655	 NCOR1	0
17	15989655	15989755	 NCOR1	0
17	15989755	15989795	 NCOR1	0
17	15990452	15990552	 NCOR1	0
17	15990552	15990652	 NCOR1	0
17	15990652	15990692	 NCOR1	0
17	15995150	15995250	 NCOR1	0
17	15995250	15995350	 NCOR1	0
17	15995350	15995390	 NCOR1	0
17	16001625	16001725	 NCOR1	0
17	16001725	16001825	 NCOR1	0
17	16001825	16001865	 NCOR1	0
17	16004541	16004641	 NCOR1	0
17	16004641	16004741	 NCOR1	0
17	16004741	16004841	 NCOR1	0
17	16004841	16004941	 NCOR1	0
17	16004941	16005041	 NCOR1	0
17	16005041	16005141	 NCOR1	0
17	16012042	16012142	 NCOR1	0
17	16012142	16012242	 NCOR1	0
17	16012242	16012282	 NCOR1	0
17	16021151	16021251	 NCOR1	0
17	16021251	16021351	 NCOR1	0
17	16021351	16021391	 NCOR1	0
17	16022677	16022777	 NCOR1	0
17	16022777	16022857	 NCOR1	0
17	16024354	16024454	 NCOR1	0
17	16024454	16024554	 NCOR1	0
17	16024554	16024594	 NCOR1	0
17	16029339	16029439	 NCOR1	0
17	16029439	16029539	 NCOR1	0
17	16029539	16029579	 NCOR1	0
17	16040555	16040655	 NCOR1	0
17	16040655	16040755	 NCOR1	0
17	16040755	16040795	 NCOR1	0
17	16041408	16041508	 NCOR1	0
17	16041508	16041588	 NCOR1	0
17	16042290	16042390	 NCOR1	0
17	16042390	16042490	 NCOR1	0
17	16042490	16042530	 NCOR1	0
17	16046874	16046974	 NCOR1	0
17	16046974	16047054	 NCOR1	0
17	16049655	16049755	 NCOR1	0
17	16049755	16049855	 NCOR1	0
17	16049855	16049895	 NCOR1	0
17	16052707	16052807	 NCOR1	0
17	16052807	16052887	 NCOR1	0
17	16054826	16054926	 NCOR1	0
17	16054926	16055006	 NCOR1	0
17	16055195	16055295	 NCOR1	0
17	16055295	16055375	 NCOR1	0
17	16056590	16056690	 NCOR1	0
17	16056690	16056770	 NCOR1	0
17	16062010	16062110	 NCOR1	0
17	16062110	16062210	 NCOR1	0
17	16062210	16062250	 NCOR1	0
17	16068263	16068363	 NCOR1	0
17	16068363	16068463	 NCOR1	0
17	16068463	16068503	 NCOR1	0
17	16075105	16075205	 NCOR1	0
17	16075205	16075305	 NCOR1	0
17	16075305	16075345	 NCOR1	0
17	16089814	16089914	 NCOR1	0
17	16089914	16090014	 NCOR1	0
17	16090014	16090054	 NCOR1	0
17	16097709	16097809	 NCOR1	0
17	16097809	16097909	 NCOR1	0
17	16097909	16097949	 NCOR1	0
17	17116949	17117049	 MPRIP;RP11-45M22.4;FLCN	0
17	17117049	17117149	 MPRIP;RP11-45M22.4;FLCN	0
17	17117149	17117189	 MPRIP;RP11-45M22.4;FLCN	0
17	17118231	17118331	 MPRIP;RP11-45M22.4;FLCN	0
17	17118331	17118431	 MPRIP;RP11-45M22.4;FLCN	0
17	17118431	17118531	 MPRIP;RP11-45M22.4;FLCN	0
17	17118531	17118631	 MPRIP;RP11-45M22.4;FLCN	0
17	17118631	17118684	 MPRIP;RP11-45M22.4;FLCN	0
17	17119635	17119735	 MPRIP;RP11-45M22.4;FLCN	0
17	17119735	17119835	 MPRIP;RP11-45M22.4;FLCN	0
17	17119835	17119875	 MPRIP;RP11-45M22.4;FLCN	0
17	17120319	17120419	 MPRIP;RP11-45M22.4;FLCN	0
17	17120419	17120519	 MPRIP;RP11-45M22.4;FLCN	0
17	17120519	17120559	 MPRIP;RP11-45M22.4;FLCN	0
17	17122307	17122407	 RP11-45M22.4;FLCN	0
17	17122407	17122507	 RP11-45M22.4;FLCN	0
17	17122507	17122547	 RP11-45M22.4;FLCN	0
17	17124667	17124767	 RP11-45M22.4;FLCN	0
17	17124767	17124867	 RP11-45M22.4;FLCN	0
17	17124867	17124967	 RP11-45M22.4;FLCN	0
17	17125774	17125874	 RP11-45M22.4;FLCN	0
17	17125874	17125974	 RP11-45M22.4;FLCN	0
17	17125974	17126014	 RP11-45M22.4;FLCN	0
17	17127196	17127296	 RP11-45M22.4;FLCN	0
17	17127296	17127396	 RP11-45M22.4;FLCN	0
17	17127396	17127496	 RP11-45M22.4;FLCN	0
17	17129253	17129353	 RP11-45M22.4;FLCN	0
17	17129353	17129453	 RP11-45M22.4;FLCN	0
17	17129453	17129553	 RP11-45M22.4;FLCN	0
17	17129553	17129653	 RP11-45M22.4;FLCN	0
17	17129653	17129673	 RP11-45M22.4;FLCN	0
17	17131176	17131276	 RP11-45M22.4;FLCN	0
17	17131276	17131376	 RP11-45M22.4;FLCN	0
17	17131376	17131476	 RP11-45M22.4;FLCN	0
17	29230480	29230580	 TEFM	0
17	29230580	29230660	 TEFM	0
17	29422186	29422286	 RP11-848P1.5;NF1	0.945459892245638
17	29422286	29422386	 RP11-848P1.5;NF1	2.18422939224082
17	29422386	29422426	 RP11-848P1.5;NF1	2.83512973712666
17	29482952	29483052	 NF1	1.91579914727032
17	29483052	29483152	 NF1	3.32351110852148
17	29483152	29483192	 NF1	0.645060459572083
17	29485979	29486079	 NF1	1.00525112941136
17	29486079	29486159	 NF1	1.6824194462223
17	29490178	29490278	 NF1	1.4988169501828
17	29490278	29490378	 NF1	1.82478437977311
17	29490378	29490418	 NF1	3.16814189060408
17	29496841	29496941	 NF1	1.13864097134822
17	29496941	29497041	 NF1	1.74596248792143
17	29497041	29497081	 NF1	0.595255720928829
17	29508383	29508483	 NF1	8.53648500324612
17	29508483	29508563	 NF1	7.26708025966497
17	29508675	29508775	 NF1	0.634895450154946
17	29508775	29508855	 NF1	0.138452106062783
17	29509484	29509584	 NF1	1.68919924813637
17	29509584	29509684	 NF1	0.489077571817039
17	29509684	29509724	 NF1	1.66175555426073
17	29527406	29527506	 NF1	6.26395505442059
17	29527506	29527606	 NF1	2.83878944917265
17	29527606	29527646	 NF1	1.19051144185765
17	29527995	29528095	 NF1	2.30126719357466
17	29528095	29528195	 NF1	5.18236286424024
17	29528195	29528235	 NF1	3.11595422901029
17	29528375	29528475	 NF1	0.432599807449017
17	29528475	29528555	 NF1	0.995705845124104
17	29533203	29533303	 NF1	3.39198775273007
17	29533303	29533403	 NF1	2.93912642356527
17	29533403	29533443	 NF1	2.75479100399736
17	29541415	29541515	 NF1	0.36010905779191
17	29541515	29541615	 NF1	2.64237719963923
17	29541615	29541655	 NF1	2.08074639663155
17	29545959	29546059	 NF1	1.97730958674015
17	29546059	29546159	 NF1	2.58313815162385
17	29546159	29546199	 NF1	1.09130215503598
17	29548817	29548917	 NF1	0.246640763953781
17	29548917	29549017	 NF1	0.774031748062299
17	29549017	29549057	 NF1	0.173616251937972
17	29550403	29550503	 NF1	3.37805537381801
17	29550503	29550603	 NF1	3.59109844810468
17	29550603	29550643	 NF1	0.967290546508863
17	29552070	29552170	 NF1	1.88965842724476
17	29552170	29552270	 NF1	2.59202326672472
17	29552270	29552310	 NF1	2.58024183829025
17	29553427	29553527	 NF1	2.13948454006348
17	29553527	29553627	 NF1	3.52306929343654
17	29553627	29553727	 NF1	2.82977983791194
17	29554182	29554282	 NF1	2.31591696352655
17	29554282	29554362	 NF1	3.01219363101292
17	29554492	29554592	 NF1	1.10057797752449
17	29554592	29554672	 NF1	1.51417750159399
17	29556022	29556122	 NF1	3.14445159594788
17	29556122	29556222	 NF1	8.93440403836216
17	29556222	29556322	 NF1	5.18943940023688
17	29556322	29556422	 NF1	2.56276445928684
17	29556422	29556502	 NF1	0.791154891785138
17	29556802	29556902	 NF1	1.55468286472317
17	29556902	29557002	 NF1	0.733616357725027
17	29557002	29557042	 NF1	1.27470854823393
17	29557218	29557318	 NF1	1.07295014607908
17	29557318	29557418	 NF1	1.80942481051106
17	29557418	29557458	 NF1	3.8691621860381
17	29557811	29557911	 NF1	0.374805276544421
17	29557911	29557991	 NF1	0.834784124152682
17	29559028	29559128	 NF1	2.05013015790093
17	29559128	29559228	 NF1	0.908412623736449
17	29559228	29559268	 NF1	0.395775277753884
17	29559688	29559788	 NF1	5.74862703677432
17	29559788	29559888	 NF1	5.45328670657945
17	29559888	29559928	 NF1	1.11936962102154
17	29560005	29560105	 NF1	8.51859169260716
17	29560105	29560205	 NF1	1.40291123751416
17	29560205	29560245	 NF1	1.08967937638722
17	29562589	29562689	 NF1	1.65152223146506
17	29562689	29562789	 NF1	2.64953681922712
17	29562789	29562829	 NF1	2.48773031731456
17	29562867	29562967	 NF1	0.880165002327186
17	29562967	29563067	 NF1	1.58972209153827
17	29563067	29563107	 NF1	4.34520104317574
17	29575949	29576049	 NF1	0.432599807449039
17	29576049	29576149	 NF1	3.00674698940262
17	29576149	29576189	 NF1	14.9844717648698
17	29579896	29579996	 NF1	0.683388509570516
17	29579996	29580076	 NF1	1.94747139314101
17	29584630	29584730	 NF1	0
17	29584730	29584810	 NF1	0
17	29585320	29585420	 NF1	2.64324121313871
17	29585420	29585520	 NF1	2.23318103334897
17	29585520	29585560	 NF1	2.37380926939795
17	29586008	29586108	 NF1	1.30462828229941
17	29586108	29586188	 NF1	0.46974643688145
17	29587339	29587439	 NF1	1.4082640037248
17	29587439	29587539	 NF1	2.10273143532856
17	29587539	29587579	 NF1	3.24854297805626
17	29588681	29588781	 NF1	2.84585496869898
17	29588781	29588881	 NF1	1.84552056591152
17	29588881	29588921	 NF1	2.54778865243426
17	29592181	29592281	 NF1	1.25803441507799
17	29592281	29592381	 NF1	2.89134892400566
17	29592381	29592421	 NF1	3.89488074755082
17	29626485	29626585	 NF1	0
17	29626585	29626665	 NF1	0
17	29652813	29652913	 NF1	1.54499931232198
17	29652913	29653013	 NF1	3.49287460446771
17	29653013	29653113	 NF1	8.72078930555689
17	29653113	29653213	 NF1	2.58313815162394
17	29653213	29653293	 NF1	2.03976542719632
17	29654476	29654576	 NF1	3.42933858060895
17	29654576	29654676	 NF1	3.49287460446787
17	29654676	29654776	 NF1	10.1857211305742
17	29654776	29654876	 NF1	5.63972837235835
17	29654876	29654896	 NF1	0.395775277753901
17	29657294	29657394	 NF1	3.48659173259268
17	29657394	29657494	 NF1	2.48677485427194
17	29657494	29657534	 NF1	1.74466926138466
17	29661624	29661724	 NF1	0
17	29661724	29661804	 NF1	0.509557730487973
17	29661832	29661932	 NF1	1.44738244827066
17	29661932	29662032	 NF1	3.87036275743032
17	29662032	29662072	 NF1	1.6345190645793
17	29663300	29663400	 NF1	2.18969417566473
17	29663400	29663500	 NF1	2.37280703252298
17	29663500	29663540	 NF1	2.10819734496106
17	29663642	29663742	 NF1	1.13834198748374
17	29663742	29663842	 NF1	0.988783137833685
17	29663842	29663942	 NF1	1.52399801275988
17	29664372	29664472	 NF1	0.918272927534258
17	29664472	29664572	 NF1	2.5425734487648
17	29664572	29664612	 NF1	0.948424642411836
17	29664776	29664876	 NF1	2.31997668295738
17	29664876	29664956	 NF1	0.968226335731751
17	29664968	29665068	 NF1	1.20389140666512
17	29665068	29665168	 NF1	1.00600971544673
17	29665168	29665208	 NF1	0.716164788316397
17	29665652	29665752	 NF1	2.82746467441298
17	29665752	29665852	 NF1	2.67799880801348
17	29665852	29665892	 NF1	0.254778865243406
17	29667472	29667572	 NF1	5.41122905901081
17	29667572	29667672	 NF1	3.52428461618623
17	29667672	29667712	 NF1	0.280701664292615
17	29669969	29670069	 NF1	1.31674730874089
17	29670069	29670169	 NF1	3.98419695618272
17	29670169	29670209	 NF1	1.7882859929194
17	29676083	29676183	 NF1	3.91399825787109
17	29676183	29676283	 NF1	1.6885406147634
17	29676283	29676323	 NF1	2.31168677133395
17	29677148	29677248	 NF1	2.05036366646389
17	29677248	29677348	 NF1	1.66956824830122
17	29677348	29677388	 NF1	1.22126848297022
17	29679233	29679333	 NF1	2.60080896809541
17	29679333	29679433	 NF1	6.11700178844856
17	29679433	29679473	 NF1	4.1047622891802
17	29683418	29683518	 NF1	1.09130215503596
17	29683518	29683618	 NF1	0.68338850957053
17	29683618	29683658	 NF1	0.70197755894624
17	29683922	29684022	 NF1	1.3288109908356
17	29684022	29684122	 NF1	1.59457318899861
17	29684122	29684162	 NF1	0.848089880901333
17	29684216	29684316	 NF1	0.690192968956578
17	29684316	29684416	 NF1	2.99763390036565
17	29684416	29684456	 NF1	3.2604344310203
17	29685448	29685548	 NF1	3.28454126350283
17	29685548	29685648	 NF1	2.97970194853209
17	29685648	29685688	 NF1	2.50657675910622
17	29685919	29686019	 NF1	2.46947496293063
17	29686019	29686099	 NF1	6.65210732711548
17	29687466	29687566	 NF1	2.38676665148261
17	29687566	29687666	 NF1	9.92399923179173
17	29687666	29687766	 NF1	3.22332537827852
17	29694179	29694279	 NF1	0
17	29694279	29694359	 NF1	0
17	29700981	29701081	 NF1	4.67478425310932
17	29701081	29701181	 NF1	3.63564240804028
17	29701181	29701221	 NF1	0.976652316768507
17	29705837	29705937	 NF1	0
17	29705937	29706017	 NF1	0
17	33427923	33428023	 RAD51L3-RFFL;RAD51D	5.09401080967412
17	33428023	33428103	 RAD51L3-RFFL;RAD51D	4.76075315434761
17	33428181	33428281	 RAD51L3-RFFL;RAD51D	9.35800329119082
17	33428281	33428381	 RAD51L3-RFFL;RAD51D	2.21668789396811
17	33428381	33428421	 RAD51L3-RFFL;RAD51D	3.18832113831918
17	33430217	33430317	 RAD51L3-RFFL;RAD51D	4.179399087971
17	33430317	33430397	 RAD51L3-RFFL;RAD51D	8.89588301955168
17	33430427	33430527	 RAD51L3-RFFL;RAD51D	5.77592222118808
17	33430527	33430607	 RAD51L3-RFFL;RAD51D	6.76284863009253
17	33433146	33433246	 RAD51L3-RFFL;RAD51D	0
17	33433246	33433326	 RAD51L3-RFFL;RAD51D	0.699252591958193
17	33433362	33433462	 RAD51L3-RFFL;RAD51D	6.34831698212406
17	33433462	33433542	 RAD51L3-RFFL;RAD51D	6.98178977280203
17	33433953	33434053	 RAD51L3-RFFL;RAD51D	4.11851762473244
17	33434053	33434153	 RAD51L3-RFFL;RAD51D	6.28613780312311
17	33434153	33434193	 RAD51L3-RFFL;RAD51D	7.48514613419606
17	33434335	33434435	 RAD51L3-RFFL;RAD51D	5.50789706439581
17	33434435	33434515	 RAD51L3-RFFL;RAD51D	1.32439812091592
17	33443846	33443946	 RAD51L3-RFFL;RAD51D	2.10150851744757
17	33443946	33444046	 RAD51L3-RFFL;RAD51D	4.11801862066232
17	33444046	33444086	 RAD51L3-RFFL;RAD51D	8.83851049737067
17	33445458	33445558	 RAD51L3-RFFL;RAD51D	7.36686334497253
17	33445558	33445658	 RAD51L3-RFFL;RAD51D	8.59824310139258
17	33445658	33445698	 RAD51L3-RFFL;RAD51D	4.95752877748718
17	33446070	33446170	 RAD51L3-RFFL;RAD51D	2.64348145012617
17	33446170	33446250	 RAD51L3-RFFL;RAD51D	9.83923451796022
17	33446501	33446601	 RAD51L3-RFFL;RAD51D	3.46101223860605
17	33446601	33446701	 RAD51L3-RFFL;RAD51D	5.07847027835183
17	33446701	33446801	 RAD51L3-RFFL;RAD51D	1.05730030785726
17	33446801	33446852	 RAD51L3-RFFL;RAD51D	0
17	36096424	36096524	 HNF1B	19.9953845908452
17	36096524	36096604	 HNF1B	6.1432784046135
17	37855736	37855836	 ERBB2	0
17	37855836	37855916	 ERBB2	0
17	37856437	37856537	 ERBB2	0
17	37856537	37856617	 ERBB2	0
17	37863222	37863322	 ERBB2	0
17	37863322	37863422	 ERBB2	0
17	37863422	37863462	 ERBB2	0
17	37864560	37864660	 ERBB2	0
17	37864660	37864760	 ERBB2	0
17	37864760	37864800	 ERBB2	0
17	37865517	37865617	 ERBB2	0
17	37865617	37865717	 ERBB2	0
17	37865717	37865757	 ERBB2	0
17	37866009	37866109	 ERBB2	0
17	37866109	37866189	 ERBB2	0
17	37866276	37866376	 ERBB2	0
17	37866376	37866476	 ERBB2	0
17	37866476	37866516	 ERBB2	0
17	37866543	37866643	 ERBB2	0
