Chr	Start	End	ID	normal-58-ch17	normal-X5-ch17	normal-X7-ch17	normal-X2-ch17	normal-X5l-ch17
17 	 7832420 	 7832520 	 KCNAB3;RP11-1099M24.7	260309.334259	265289.209087	208343.349841	221247.18201	259142.314418
17 	 7832520 	 7832620 	 KCNAB3;RP11-1099M24.7	188001.185854	181975.242597	130500.77957	156037.486259	153472.63281
17 	 7832620 	 7832720 	 KCNAB3;RP11-1099M24.7	190411.457467	162242.987376	139658.729014	183984.498724	135861.019209
17 	 7832720 	 7832780 	 KCNAB3;RP11-1099M24.7	89180.0496998	111816.112921	91579.4944354	118774.802974	108185.626407
17 	 8044371 	 8044471 	 PER1	532670.026585	504268.744546	418976.187042	463454.623367	389971.444027
17 	 8044471 	 8044571 	 PER1	600157.631764	567850.455815	531161.067725	542637.82535	483061.401633
17 	 8044571 	 8044671 	 PER1	322976.39621	361758.012392	368607.465102	349337.655805	342168.492823
17 	 8045077 	 8045177 	 PER1	260309.334259	274059.100297	222080.274006	256180.94759	241530.700816
17 	 8045177 	 8045277 	 PER1	238616.889737	293791.355518	190027.450953	270154.453822	254110.424817
17 	 8045277 	 8045317 	 PER1	113282.765835	171012.878585	141948.216375	170010.992492	153472.63281
17 	 8045561 	 8045661 	 PER1	207283.358762	217054.807435	192316.938314	204944.758072	226435.032015
17 	 8045661 	 8045761 	 PER1	224155.260056	267481.68189	228948.736089	225905.01742	233982.866416
17 	 8045761 	 8045801 	 PER1	106051.950994	153473.096166	96158.4691572	142063.980027	123281.295208
17 	 8045939 	 8046039 	 PER1	192821.729081	175397.82419	185448.476232	179326.663313	203791.528814
17 	 8046039 	 8046139 	 PER1	209693.630375	195130.079411	201474.887758	181655.581018	241530.700816
17 	 8046139 	 8046179 	 PER1	84359.5064728	74544.0752807	77842.5702701	67538.6134556	98121.8472067
17 	 8046558 	 8046658 	 PER1	28923.2593621	43849.4560475	34342.3104133	44249.4364019	32707.2824022
17 	 8046658 	 8046758 	 PER1	53025.9754972	78929.0208855	64105.6461048	60551.8603395	60382.6752041
17 	 8046758 	 8046858 	 PER1	96410.8645403	70159.129676	68684.6208266	51236.189518	60382.6752041
17 	 8046858 	 8046958 	 PER1	69897.8767917	54811.8200594	73263.5955483	65209.6957502	57866.7304039
17 	 8046958 	 8047058 	 PER1	28923.2593621	28502.1464309	22894.8736089	25618.094759	42771.0616029
17 	 8047058 	 8047158 	 PER1	43384.8890431	32887.0920356	27473.8483306	44249.4364019	52834.8408036
17 	 8047158 	 8047218 	 PER1	16871.9012946	15347.3096166	11447.4368044	34933.7655805	37739.1720026
17 	 8047367 	 8047467 	 PER1	62667.0619512	67966.6568736	64105.6461048	51236.189518	65414.5648044
17 	 8047467 	 8047567 	 PER1	91590.3213133	76736.5480831	107605.905962	72196.4488663	75478.3440051
17 	 8047567 	 8047607 	 PER1	62667.0619512	76736.5480831	66395.1334657	46578.3541073	67930.5096046
17 	 8047866 	 8047966 	 PER1	142206.025197	184167.715399	144237.703736	149050.733143	181148.025612
17 	 8047966 	 8048066 	 PER1	308514.766529	320101.029147	334265.154689	335364.149572	319524.989622
17 	 8048066 	 8048166 	 PER1	202462.815535	236787.062656	171711.552066	228233.935126	191211.804813
17 	 8048166 	 8048266 	 PER1	84359.5064728	89891.3848974	48079.2345786	74525.3665716	60382.6752041
17 	 8048266 	 8048346 	 PER1	45795.1606567	24117.2008261	20605.386248	23289.1770536	30191.3376021
17 	 8049245 	 8049345 	 PER1	134975.210356	149088.150561	141948.216375	139735.062322	158504.522411
17 	 8049345 	 8049445 	 PER1	192821.729081	192937.606609	164843.089984	181655.581018	171084.246412
17 	 8049445 	 8049485 	 PER1	147026.568424	127163.422538	153395.653179	156037.486259	145924.79841
17 	 8049634 	 8049734 	 PER1	98821.1361538	96468.8033045	66395.1334657	95485.6259199	90574.0128062
17 	 8049734 	 8049834 	 PER1	101231.407767	124970.949735	98447.9565181	123432.638384	135861.019209
17 	 8049834 	 8049874 	 PER1	96410.8645403	111816.112921	73263.5955483	69867.5311609	103153.736807
17 	 8049877 	 8049977 	 PER1	115693.037448	120586.004131	119053.342766	90827.7905092	168568.301611
17 	 8049977 	 8050077 	 PER1	159077.926492	144703.204957	128211.29221	121103.720679	176116.136012
17 	 8050077 	 8050117 	 PER1	130154.667129	173205.351388	162553.602623	139735.062322	158504.522411
17 	 8050147 	 8050247 	 PER1	221744.988443	241172.008261	240396.172893	209602.593483	203791.528814
17 	 8050247 	 8050347 	 PER1	214514.173602	243364.481064	235817.198171	242207.441358	176116.136012
17 	 8050347 	 8050387 	 PER1	197642.272308	153473.096166	123632.317488	165353.157081	103153.736807
17 	 8050513 	 8050613 	 PER1	224155.260056	177590.296992	146527.191097	153708.568554	213855.308015
17 	 8050613 	 8050713 	 PER1	183180.642627	151280.623364	146527.191097	176997.745608	181148.025612
17 	 8050713 	 8050813 	 PER1	192821.729081	206092.443423	238106.685532	190971.25184	198759.639214
17 	 8050813 	 8050913 	 PER1	173539.556173	225824.698645	180869.50151	160695.32167	173600.191212
17 	 8050913 	 8051013 	 PER1	231386.074897	278444.045902	251843.609697	193300.169545	239014.756016
17 	 8051013 	 8051113 	 PER1	277181.235553	348603.175578	293054.382193	253852.029885	259142.314418
17 	 8051113 	 8051188 	 PER1	204873.087148	236787.062656	215211.811923	256180.94759	246562.590417
17 	 8051247 	 8051347 	 PER1	262719.605872	285021.464309	254133.097058	281799.042349	332104.713623
17 	 8051347 	 8051447 	 PER1	200052.543921	247749.426668	199185.400397	193300.169545	218887.197615
17 	 8051447 	 8051547 	 PER1	231386.074897	269674.154692	192316.938314	251523.112179	259142.314418
17 	 8051547 	 8051627 	 PER1	120513.580675	155665.568969	146527.191097	165353.157081	168568.301611
17 	 8051912 	 8052012 	 PER1	269950.420713	311331.137937	251843.609697	270154.453822	223919.087215
17 	 8052012 	 8052112 	 PER1	286822.322007	309138.665135	247264.634976	258509.865295	239014.756016
17 	 8052112 	 8052152 	 PER1	125334.123902	168820.405783	130500.77957	111788.049857	105669.681607
17 	 8052512 	 8052612 	 PER1	142206.025197	138125.78655	155685.14054	163024.239375	166052.356811
17 	 8052612 	 8052692 	 PER1	175949.827786	162242.987376	201474.887758	158366.403965	188695.860013
17 	 8052760 	 8052860 	 PER1	298873.680075	306946.192332	290764.894832	277141.206938	281785.817619
17 	 8052860 	 8052960 	 PER1	404925.631069	434109.61487	430423.623846	423863.022376	407583.057628
17 	 8052960 	 8053000 	 PER1	409746.174296	418762.305254	405239.262877	426191.940082	402551.168027
17 	 8053013 	 8053113 	 PER1	291642.865234	355180.593985	286185.920111	298101.466287	329588.768822
17 	 8053113 	 8053213 	 PER1	339848.297505	359565.539589	315949.255802	353995.491215	362296.051225
17 	 8053213 	 8053313 	 PER1	482054.322702	550310.673396	471634.396342	533322.154528	460417.898431
17 	 8053313 	 8053413 	 PER1	472413.236248	488921.43493	492239.78259	484414.882716	445322.22963
17 	 8053413 	 8053485 	 PER1	308514.766529	331063.393159	320528.230524	270154.453822	276753.928019
17 	 8053495 	 8053595 	 PER1	171129.284559	188552.661004	201474.887758	195629.087251	178632.080812
17 	 8053595 	 8053675 	 PER1	147026.568424	190745.133807	167132.577345	170010.992492	168568.301611
17 	 8053736 	 8053836 	 PER1	380822.914934	418762.305254	391502.338711	377284.668269	407583.057628
17 	 8053836 	 8053936 	 PER1	383233.186548	403414.995637	327396.692607	358653.326626	337136.603223
17 	 8053936 	 8054036 	 PER1	137385.48197	157858.041771	130500.77957	137406.144616	168568.301611
17 	 8055612 	 8055712 	 PER1;RP11-599B13.6	106051.950994	127163.422538	77842.5702701	123432.638384	108185.626407
17 	 8055712 	 8055792 	 PER1;RP11-599B13.6	113282.765835	162242.987376	105316.418601	160695.32167	123281.295208
17 	 8059558 	 8059658 	 PER1;RP11-599B13.6	455541.334953	578812.819827	460186.959538	484414.882716	462933.843231
17 	 8059658 	 8059738 	 PER1;RP11-599B13.6	298873.680075	431917.142068	361739.00302	381942.50368	342168.492823
17 	 11924140 	 11924240 	 RPL21P122;MAP2K4	19282.1729081	28502.1464309	16026.4115262	20960.2593483	37739.1720026
17 	 11924240 	 11924340 	 RPL21P122;MAP2K4	62667.0619512	111816.112921	70974.1081874	93156.7082146	113217.516008
17 	 11924340 	 11924380 	 RPL21P122;MAP2K4	69897.8767917	107431.167316	68684.6208266	81512.1196877	95605.9024065
17 	 11935508 	 11935608 	 MAP2K4	494105.680769	374912.849206	421265.674403	428520.857787	417646.836828
17 	 11935608 	 11935688 	 MAP2K4	438669.433658	363950.485194	409818.237598	416876.26926	382423.609626
17 	 11958136 	 11958236 	 MAP2K4	429028.347204	425339.723661	396081.313433	398244.927617	354748.216824
17 	 11958236 	 11958336 	 MAP2K4	631491.162739	570042.928617	629609.024243	537979.989939	510736.794435
17 	 11958336 	 11958376 	 MAP2K4	397694.816229	383682.740416	373186.439824	358653.326626	347200.382424
17 	 11984639 	 11984739 	 MAP2K4	727902.027279	539348.309384	581529.789665	638123.45127	674273.206446
17 	 11984739 	 11984839 	 MAP2K4	665234.965328	561273.037408	579240.302304	565927.002403	651629.703244
17 	 11984839 	 11984879 	 MAP2K4	332617.482664	291598.882716	267870.021224	293443.630876	372359.830425
17 	 11998831 	 11998931 	 MAP2K4	525439.211745	431917.142068	503687.219395	507704.059769	470481.677632
17 	 11998931 	 11999031 	 MAP2K4	662824.693715	554695.619001	659372.359935	631136.698154	606342.696841
17 	 11999031 	 11999071 	 MAP2K4	438669.433658	335448.338763	464765.93426	426191.940082	392487.388827
17 	 12011046 	 12011146 	 MAP2K4	633901.434353	624854.748677	565503.378139	563598.084698	515768.684035
17 	 12011146 	 12011246 	 MAP2K4	773697.187936	670896.677527	650214.410491	659083.710618	581183.24884
17 	 12011246 	 12011286 	 MAP2K4	443489.976885	409992.414044	437292.085929	405231.680733	339652.548023
17 	 12013627 	 12013727 	 MAP2K4	310925.038143	331063.393159	334265.154689	386600.33909	344684.437623
17 	 12013727 	 12013807 	 MAP2K4	284412.050394	276251.573099	283896.43275	312074.972519	317009.044822
17 	 12016493 	 12016593 	 MAP2K4	539900.841426	431917.142068	409818.237598	477428.1296	460417.898431
17 	 12016593 	 12016693 	 MAP2K4	633901.434353	528385.945372	544897.991891	598531.850279	568603.524839
17 	 12016693 	 12016733 	 MAP2K4	356720.198799	348603.175578	311370.28108	319061.725635	334620.658423
17 	 12028559 	 12028659 	 MAP2K4	419387.26075	407799.941242	359449.515659	302759.301697	352232.272024
17 	 12028659 	 12028739 	 MAP2K4	414566.717523	423147.250858	336554.64205	284127.960054	311977.155221
17 	 12032409 	 12032509 	 MAP2K4	282001.77878	302561.246728	265580.533863	286456.87776	324556.879222
17 	 12032509 	 12032609 	 MAP2K4	462772.149794	482344.016522	386923.36399	442494.364019	508220.849635
17 	 12032609 	 12032649 	 MAP2K4	351899.655572	267481.68189	311370.28108	326048.478751	322040.934422
17 	 12043088 	 12043188 	 MAP2K4	282001.77878	333255.865961	290764.894832	356324.408921	271722.038418
17 	 12043188 	 12043268 	 MAP2K4	322976.39621	324485.974751	336554.64205	353995.491215	301913.376021
17 	 12044400 	 12044500 	 MAP2K4	419387.26075	392452.631625	453318.497455	402902.763028	422678.726429
17 	 12044500 	 12044600 	 MAP2K4	537490.569812	519616.054163	549476.966612	526335.401412	508220.849635
17 	 12044600 	 12044640 	 MAP2K4	250668.247805	331063.393159	311370.28108	305088.219403	254110.424817
17 	 15935583 	 15935683 	 TTC19;NCOR1	89180.0496998	109623.640119	98447.9565181	109459.132152	103153.736807
17 	 15935683 	 15935783 	 TTC19;NCOR1	241027.161351	256519.317878	265580.533863	251523.112179	254110.424817
17 	 15935783 	 15935823 	 TTC19;NCOR1	168719.012946	184167.715399	219790.786645	246865.276769	203791.528814
17 	 15938048 	 15938148 	 TTC19;NCOR1	359130.470413	333255.865961	380054.901907	405231.680733	395003.333627
17 	 15938148 	 15938248 	 TTC19;NCOR1	448310.520113	425339.723661	528871.580364	477428.1296	452870.064031
17 	 15938248 	 15938288 	 TTC19;NCOR1	262719.605872	293791.355518	336554.64205	330706.314162	276753.928019
17 	 15942577 	 15942677 	 TTC19;NCOR1	349489.383959	342025.75717	343423.104133	302759.301697	354748.216824
17 	 15942677 	 15942777 	 TTC19;NCOR1	602567.903377	578812.819827	570082.35286	542637.82535	568603.524839
17 	 15942777 	 15942877 	 TTC19;NCOR1	568824.100788	616084.857467	599845.688552	554282.413877	545960.021637
17 	 15942877 	 15942977 	 TTC19;NCOR1	474823.507861	491113.907732	455607.984816	537979.989939	470481.677632
17 	 15942977 	 15942997 	 TTC19;NCOR1	274770.96394	280636.518704	265580.533863	319061.725635	296881.48642
17 	 15943691 	 15943791 	 TTC19;NCOR1;AC002553.1	289232.593621	265289.209087	315949.255802	239878.523652	206307.473614
17 	 15943791 	 15943871 	 TTC19;NCOR1;AC002553.1	257899.062645	221439.75304	270159.508584	239878.523652	193727.749613
17 	 15950215 	 15950315 	 NCOR1	330207.211051	278444.045902	258712.07178	295772.548581	304429.320821
17 	 15950315 	 15950415 	 NCOR1	486874.865929	425339.723661	430423.623846	454138.952546	437774.39523
17 	 15950415 	 15950455 	 NCOR1	349489.383959	322293.501949	336554.64205	358653.326626	322040.934422
17 	 15952110 	 15952210 	 NCOR1	455541.334953	434109.61487	455607.984816	451810.034841	369843.885625
17 	 15952210 	 15952310 	 NCOR1	559183.014334	497691.326139	517424.14356	500717.306653	457901.953631
17 	 15952310 	 15952350 	 NCOR1	233796.34651	247749.426668	277027.970667	256180.94759	239014.756016
17 	 15960789 	 15960889 	 NCOR1	530259.754972	436302.087673	496818.757312	526335.401412	407583.057628
17 	 15960889 	 15960989 	 NCOR1	660414.422101	591967.656641	618161.587439	591545.097162	561055.690438
17 	 15960989 	 15961089 	 NCOR1	506157.038837	508653.690151	457897.472177	468112.458778	442806.28483
17 	 15961179 	 15961279 	 NCOR1	327796.939437	370527.903601	313659.768441	326048.478751	352232.272024
17 	 15961279 	 15961379 	 NCOR1	474823.507861	519616.054163	473923.883703	426191.940082	425194.671229
17 	 15961379 	 15961419 	 NCOR1	359130.470413	368335.430799	329686.179967	274812.289233	306945.265621
17 	 15961728 	 15961828 	 NCOR1	378412.643321	388067.68602	315949.255802	391258.174501	374875.775225
17 	 15961828 	 15961928 	 NCOR1	390464.001388	401222.522835	338844.129411	363311.162037	362296.051225
17 	 15961928 	 15961968 	 NCOR1	185590.91424	199515.025016	183158.988871	193300.169545	176116.136012
17 	 15964691 	 15964791 	 NCOR1	508567.31045	456034.342894	457897.472177	517019.730591	425194.671229
17 	 15964791 	 15964891 	 NCOR1	530259.754972	497691.326139	476213.371064	503046.224359	500673.015234
17 	 15964891 	 15964991 	 NCOR1	564003.557561	563465.51021	462476.446899	556611.331582	510736.794435
17 	 15964991 	 15965091 	 NCOR1	551952.199493	477959.070918	444160.548012	500717.306653	455386.008831
17 	 15965091 	 15965191 	 NCOR1	272360.692326	252134.372273	224369.761367	307417.137108	221403.142415
17 	 15965191 	 15965231 	 NCOR1	154257.383265	135933.313747	137369.241653	151379.650849	140892.90881
17 	 15965381 	 15965481 	 NCOR1	535080.298199	464804.234103	503687.219395	547295.660761	475513.567232
17 	 15965481 	 15965581 	 NCOR1	498926.223996	539348.309384	505976.706756	512361.89518	515768.684035
17 	 15965581 	 15965621 	 NCOR1	284412.050394	278444.045902	290764.894832	333035.231867	261658.259218
17 	 15967321 	 15967421 	 NCOR1	267540.149099	274059.100297	265580.533863	258509.865295	233982.866416
17 	 15967421 	 15967521 	 NCOR1	272360.692326	249941.899471	249554.122336	246865.276769	181148.025612
17 	 15967521 	 15967561 	 NCOR1	147026.568424	160050.514573	137369.241653	142063.980027	120765.350408
17 	 15968138 	 15968238 	 NCOR1	535080.298199	488921.43493	501397.732034	477428.1296	520800.573635
17 	 15968238 	 15968338 	 NCOR1	573644.644015	576620.347025	535740.042447	598531.850279	508220.849635
17 	 15968338 	 15968378 	 NCOR1	327796.939437	280636.518704	322817.717885	312074.972519	291849.59682
17 	 15968783 	 15968883 	 NCOR1	438669.433658	449456.924487	414397.21232	379613.585974	389971.444027
17 	 15968883 	 15968983 	 NCOR1	590516.545309	594160.129444	519713.630921	512361.89518	520800.573635
17 	 15968983 	 15969023 	 NCOR1	359130.470413	440687.033277	421265.674403	423863.022376	352232.272024
17 	 15971171 	 15971271 	 NCOR1	180770.371013	232402.117052	235817.198171	225905.01742	223919.087215
17 	 15971271 	 15971371 	 NCOR1	202462.815535	221439.75304	217501.299284	218918.264304	233982.866416
17 	 15971371 	 15971471 	 NCOR1	188001.185854	162242.987376	178580.014149	225905.01742	186179.915213
