chrom	maploc	tumour.brca.del.ch17
17	8052612	-Inf
17	8052760	-Inf
17	8052860	-Inf
17	8052960	-Inf
17	8053013	-Inf
17	8053113	-Inf
17	8053213	-Inf
17	8053313	-Inf
17	8053413	-Inf
17	8053495	-Inf
17	8053595	-Inf
17	8053736	-Inf
17	8053836	-Inf
17	8053936	-Inf
17	8055612	-Inf
17	8055712	-Inf
17	8059558	-Inf
17	8059658	-Inf
17	11924140	-Inf
17	11924240	-Inf
17	11924340	-Inf
17	11935508	-Inf
17	11935608	-Inf
17	11958136	-Inf
17	11958236	-Inf
17	11958336	-Inf
17	11984639	-Inf
17	11984739	-Inf
17	11984839	-Inf
17	11998831	-Inf
17	11998931	-Inf
17	11999031	-Inf
17	12011046	-Inf
17	12011146	-Inf
17	12011246	-Inf
17	12013627	-Inf
17	12013727	-Inf
17	12016493	-Inf
17	12016593	-Inf
17	12016693	-Inf
17	12028559	-Inf
17	12028659	-Inf
17	12032409	-Inf
17	12032509	-Inf
17	12032609	-Inf
17	12043088	-Inf
17	12043188	-Inf
17	12044400	-Inf
17	12044500	-Inf
17	12044600	-Inf
17	15935583	-Inf
17	15935683	-Inf
17	15935783	-Inf
17	15938048	-Inf
17	15938148	-Inf
17	15938248	-Inf
17	15942577	-Inf
17	15942677	-Inf
17	15942777	-Inf
17	15942877	-Inf
17	15942977	-Inf
17	15943691	-Inf
17	15943791	-Inf
17	15950215	-Inf
17	15950315	-Inf
17	15950415	-Inf
17	15952110	-Inf
17	15952210	-Inf
17	15952310	-Inf
17	15960789	-Inf
17	15960889	-Inf
17	15960989	-Inf
17	15961179	-Inf
17	15961279	-Inf
17	15961379	-Inf
17	15961728	-Inf
17	15961828	-Inf
17	15961928	-Inf
17	15964691	-Inf
17	15964791	-Inf
17	15964891	-Inf
17	15964991	-Inf
17	15965091	-Inf
17	15965191	-Inf
17	15965381	-Inf
17	15965481	-Inf
17	15965581	-Inf
17	15967321	-Inf
17	15967421	-Inf
17	15967521	-Inf
17	15968138	-Inf
17	15968238	-Inf
17	15968338	-Inf
17	15968783	-Inf
17	15968883	-Inf
17	15968983	-Inf
17	15971171	-Inf
17	15971271	-Inf
17	15971371	-Inf
17	15973448	-Inf
17	15973548	-Inf
17	15973648	-Inf
17	15973748	-Inf
17	15973848	-Inf
17	15974700	-Inf
17	15974800	-Inf
17	15974900	-Inf
17	15975410	-Inf
17	15975510	-Inf
17	15976692	-Inf
17	15976792	-Inf
17	15976892	-Inf
17	15978811	-Inf
17	15978911	-Inf
17	15979011	-Inf
17	15983207	-Inf
17	15983307	-Inf
17	15983407	-Inf
17	15983652	-Inf
17	15983752	-Inf
17	15983852	-Inf
17	15983952	-Inf
17	15984052	-Inf
17	15989555	-Inf
17	15989655	-Inf
17	15989755	-Inf
17	15990452	-Inf
17	15990552	-Inf
17	15990652	-Inf
17	15995150	-Inf
17	15995250	-Inf
17	15995350	-Inf
17	16001625	-Inf
17	16001725	-Inf
17	16001825	-Inf
17	16004541	-Inf
17	16004641	-Inf
17	16004741	-Inf
17	16004841	-Inf
17	16004941	-Inf
17	16005041	-Inf
17	16012042	-Inf
17	16012142	-Inf
17	16012242	-Inf
17	16021151	-Inf
17	16021251	-Inf
17	16021351	-Inf
17	16022677	-Inf
17	16022777	-Inf
17	16024354	-Inf
17	16024454	-Inf
17	16024554	-Inf
17	16029339	-Inf
17	16029439	-Inf
17	16029539	-Inf
17	16040555	-Inf
17	16040655	-Inf
17	16040755	-Inf
17	16041408	-Inf
17	16041508	-Inf
17	16042290	-Inf
17	16042390	-Inf
17	16042490	-Inf
17	16046874	-Inf
17	16046974	-Inf
17	16049655	-Inf
17	16049755	-Inf
17	16049855	-Inf
17	16052707	-Inf
17	16052807	-Inf
17	16054826	-Inf
17	16054926	-Inf
17	16055195	-Inf
17	16055295	-Inf
17	16056590	-Inf
17	16056690	-Inf
17	16062010	-Inf
17	16062110	-Inf
17	16062210	-Inf
17	16068263	-Inf
17	16068363	-Inf
17	16068463	-Inf
17	16075105	-Inf
17	16075205	-Inf
17	16075305	-Inf
17	16089814	-Inf
17	16089914	-Inf
17	16090014	-Inf
17	16097709	-Inf
17	16097809	-Inf
17	16097909	-Inf
17	17116949	-Inf
17	17117049	-Inf
17	17117149	-Inf
17	17118231	-Inf
17	17118331	-Inf
17	17118431	-Inf
17	17118531	-Inf
17	17118631	-Inf
17	17119635	-Inf
17	17119735	-Inf
17	17119835	-Inf
17	17120319	-Inf
17	17120419	-Inf
17	17120519	-Inf
17	17122307	-Inf
17	17122407	-Inf
17	17122507	-Inf
17	17124667	-Inf
17	17124767	-Inf
17	17124867	-Inf
17	17125774	-Inf
17	17125874	-Inf
17	17125974	-Inf
17	17127196	-Inf
17	17127296	-Inf
17	17127396	-Inf
17	17129253	-Inf
17	17129353	-Inf
17	17129453	-Inf
17	17129553	-Inf
17	17129653	-Inf
17	17131176	-Inf
17	17131276	-Inf
17	17131376	-Inf
17	29230480	-Inf
17	29230580	-Inf
17	29422186	-0.573323521704066
17	29422286	0.342856074757347
17	29422386	1.46098147252036
17	29482952	0.689236712221881
17	29483052	0.471155066515518
17	29483152	0.132644021324448
17	29485979	0.22019623507195
17	29486079	0.515347855017139
17	29490178	0.434543190289757
17	29490278	0.566215401152069
17	29490378	1.30048329360967
17	29496841	0.370553843330059
17	29496941	0.27646951536398
17	29497041	0.26393564293871
17	29508383	1.06698882895675
17	29508483	1.07173174298924
17	29508675	0.491841936135164
17	29508775	0.806451779073098
17	29509484	0.710428974438888
17	29509584	-0.270383954437537
17	29509684	0.813048162938497
17	29527406	0.828351792226787
17	29527506	0.463174191353124
17	29527606	0.102671134633944
17	29527995	0.893928422006117
17	29528095	1.03643771576104
17	29528195	1.45990124836964
17	29528375	1.49777767843636
17	29528475	1.31381236098325
17	29533203	1.6278207271355
17	29533303	0.749695909404074
17	29533403	1.43229487805789
17	29541415	0.606812570059823
17	29541515	1.20034579213113
17	29541615	1.61134010992997
17	29545959	1.50856245179457
17	29546059	0.575493426646139
17	29546159	0.95656431698282
17	29548817	0.847093793957977
17	29548917	0.510790797228995
17	29549017	2.09806850130704
17	29550403	1.31475254410562
17	29550503	0.859279561624325
17	29550603	0.694151164528775
17	29552070	0.829676582266349
17	29552170	0.482413094017642
17	29552270	1.56457000047886
17	29553427	0.310059223251497
17	29553527	0.423040565746406
17	29553627	1.44379062858006
17	29554182	1.4676171365294
17	29554282	1.04463824341063
17	29554492	1.20294890148956
17	29554592	1.18693788449911
17	29556022	1.72756240953513
17	29556122	0.532947619243576
17	29556222	0.00801845965290293
17	29556322	0.227548583128637
17	29556422	-0.147921014265594
17	29556802	0.946000763248893
17	29556902	-0.220142305309848
17	29557002	0.713100672832896
17	29557218	0.395519952765774
17	29557318	0.806455854184053
17	29557418	1.25471877988581
17	29557811	-1.20093868639838
17	29557911	-0.340872711778048
17	29559028	1.81519263700641
17	29559128	0.447747644014467
17	29559228	0.962892169184074
17	29559688	0.505996664136994
17	29559788	-0.165531679802896
17	29559888	0.287889618465001
17	29560005	0.538576363957353
17	29560105	-0.783989324826068
17	29560205	-0.256941116642109
17	29562589	0.0395823017973668
17	29562689	0.106299133002721
17	29562789	0.715305516210958
17	29562867	-0.311844343624257
17	29562967	-0.0425023422187246
17	29563067	0.662451139614209
17	29575949	-0.0298726193392379
17	29576049	-0.168867439586471
17	29576149	0.275807259067314
17	29579896	1.77670070348303
17	29579996	1.88716141094438
17	29584630	0.386755894543763
17	29584730	0.328472249019868
17	29585320	0.734763102127143
17	29585420	1.00210022748445
17	29585520	2.13964062513666
17	29586008	1.35659838112135
17	29586108	1.20232166520982
17	29587339	0.817469962647376
17	29587439	0.406792445729002
17	29587539	1.13420813373056
17	29588681	0.952573792162524
17	29588781	-0.0979073655933305
17	29588881	1.55857543018387
17	29592181	0.0980841195846573
17	29592281	1.0809577298983
17	29592381	1.51371393964142
17	29626485	0.643399914873578
17	29626585	0.635483606307441
17	29652813	0.594017657941822
17	29652913	0.684212955463004
17	29653013	0.749460324875651
17	29653113	0.178571697474224
17	29653213	1.16055132485346
17	29654476	0.960069624450202
17	29654576	0.691057233899165
17	29654676	0.545440860373089
17	29654776	0.87731131224912
17	29654876	1.13095861403075
17	29657294	1.09724378287512
17	29657394	0.660439666299986
17	29657494	0.536557267522864
17	29661624	-0.24156334398533
17	29661724	-0.233337051556736
17	29661832	0.2704482771448
17	29661932	0.716075251705037
17	29662032	0.517622443672015
17	29663300	0.73190616782584
17	29663400	0.108457289352442
17	29663500	0.668477959738927
17	29663642	-0.173234186696622
17	29663742	-0.752796995692819
17	29663842	0.44654996513586
17	29664372	-0.349231190744577
17	29664472	-0.333955467699111
17	29664572	-0.520533014466473
17	29664776	0.275860481696873
17	29664876	-0.477138485126272
17	29664968	-0.497265943614281
17	29665068	-1.12271291440616
17	29665168	-0.893255372777439
17	29665652	1.2019962805502
17	29665752	0.657382087433308
17	29665852	0.0416487580506074
17	29667472	0.641156775914357
17	29667572	1.59488264590928
17	29667672	1.64671430888883
17	29669969	0.727498458484696
17	29670069	1.14522421275115
17	29670169	1.04651432008301
17	29676083	1.54881065329706
17	29676183	0.864297945953998
17	29676283	1.70936595840801
17	29677148	0.7721321221987
17	29677248	0.436008999581629
17	29677348	0.662030089557343
17	29679233	1.05050560600358
17	29679333	0.23800778986578
17	29679433	-0.0632772714017318
17	29683418	0.260749726948136
17	29683518	-0.721034527125827
17	29683618	0.399728667343591
17	29683922	-0.395755948321156
17	29684022	-0.322141720750362
17	29684122	-0.712044568875597
17	29684216	-0.403792986681845
17	29684316	1.09117013716725
17	29684416	1.73951179471478
17	29685448	1.64626085269613
17	29685548	1.24464763640643
17	29685648	1.4401290215927
17	29685919	1.58331766058507
17	29686019	2.20364887018302
17	29687466	0.720569426643558
17	29687566	0.581846783043467
17	29687666	1.10842118030796
17	29694179	0.778479024285279
17	29694279	0.240091076710375
17	29700981	1.25830674560146
17	29701081	1.07361238907348
17	29701181	1.97929388313367
17	29705837	0.163369636141507
17	29705937	1.07204132488897
17	33427923	1.72974043902071
17	33428023	1.66394877994881
17	33428181	1.954397453661
17	33428281	1.58926647053912
17	33428381	2.45733015314436
17	33430217	1.81054214685812
17	33430317	2.17621674266436
17	33430427	1.71217396825537
17	33430527	1.99699350738203
17	33433146	1.94067196583692
17	33433246	1.85151554149228
17	33433362	2.1126988454929
17	33433462	2.37417561987402
17	33433953	2.07431029531574
17	33434053	2.02595723306098
17	33434153	3.50743129555169
17	33434335	2.29496095989838
17	33434435	2.92414236893962
17	33443846	1.84644540287189
17	33443946	1.21830380243082
17	33444046	3.01797403715655
17	33445458	1.90138839584582
17	33445558	1.67212900521579
17	33445658	2.55763636711495
17	33446070	2.01713405569867
17	33446170	1.604596472001
17	33446501	1.25479019070898
17	33446601	1.10156375113089
17	33446701	0.959695933486595
17	33446801	0.67324895186126
17	36096424	1.79764925983421
17	36096524	0.0215173251424405
17	37855736	-Inf
17	37855836	-Inf
17	37856437	-Inf
17	37856537	-Inf
17	37863222	-Inf
17	37863322	-Inf
17	37863422	-Inf
17	37864560	-Inf
17	37864660	-Inf
17	37864760	-Inf
17	37865517	-Inf
17	37865617	-Inf
17	37865717	-Inf
17	37866009	-Inf
17	37866109	-Inf
17	37866276	-Inf
17	37866376	-Inf
17	37866476	-Inf
17	37866543	-Inf
17	37866643	-Inf
17	37866743	-Inf
17	37868120	-Inf
17	37868220	-Inf
17	37868320	-Inf
17	37868517	-Inf
17	37868617	-Inf
17	37868717	-Inf
17	37869260	-Inf
17	37869360	-Inf
17	37871485	-Inf
17	37871585	-Inf
17	37871685	-Inf
17	37871785	-Inf
17	37871972	-Inf
17	37872072	-Inf
17	37872172	-Inf
17	37872499	-Inf
17	37872599	-Inf
17	37872699	-Inf
17	37872799	-Inf
17	37872899	-Inf
17	37873534	-Inf
17	37873634	-Inf
17	37873734	-Inf
17	37875973	-Inf
17	37876073	-Inf
17	37879520	-Inf
17	37879620	-Inf
17	37879720	-Inf
17	37879820	-Inf
17	37879920	-Inf
17	37880123	-Inf
17	37880223	-Inf
17	37880951	-Inf
17	37881051	-Inf
17	37881151	-Inf
17	37881259	-Inf
17	37881359	-Inf
17	37881459	-Inf
17	37881527	-Inf
17	37881627	-Inf
17	37881912	-Inf
17	37882012	-Inf
17	37882112	-Inf
17	37882773	-Inf
17	37882873	-Inf
17	37883041	-Inf
17	37883141	-Inf
17	37883241	-Inf
17	37883523	-Inf
17	37883623	-Inf
17	37883723	-Inf
17	37883909	-Inf
17	37884009	-Inf
17	37884109	-Inf
17	37884209	-Inf
17	37884309	-Inf
17	41196296	-0.526721981874618
17	41196396	-1.44750636829406
17	41196496	-3.38918573225626
17	41196596	-3.81928711201119
17	41196696	-2.72609522234793
17	41196796	1.18665244896409
17	41197070	-0.251900286133521
17	41197170	0.488362937215005
17	41197270	1.27315704835174
17	41197370	1.85273757157578
17	41197470	1.58800456994005
17	41197570	1.56239149410627
17	41197670	1.5167336802515
17	41197770	1.40142074112289
17	41197870	2.22525698900223
17	41198378	2.31878507242968
17	41198478	1.9611338030835
17	41198718	0.877962653888037
17	41198818	-0.377242694234011
17	41198918	-1.41969776555462
17	41199018	-0.327728017233807
17	41199118	-0.998312686755973
17	41199168	1.08888768547747
17	41199268	0.721210161144164
17	41199368	0.238497288072504
17	41199468	0.130964457372391
17	41199568	0.25539294951305
17	41199668	0.349909813570392
17	41199768	0.801742395112415
17	41199990	1.93339033419704
17	41200090	2.9395051235592
17	41200190	2.5602923330895
17	41200587	0.330187979558776
17	41200687	0.821454971495718
17	41200792	0.0132882175456612
17	41200892	-0.654347089266317
17	41200992	-0.506248558046439
17	41201092	-0.0637443070884134
17	41201192	0.346178097194948
17	41201292	0.078696069450482
17	41201392	0.230000261748144
17	41201492	-0.0540494089896972
17	41201592	0.581279515726188
17	41201692	0.697071782141581
17	41201792	0.57298134424244
17	41201892	0.18582410286675
17	41201992	0.858062060829318
17	41202092	0.375102472841166
17	41202192	0.746828727909707
17	41202292	0.787591023675791
17	41202606	0.179849980785341
17	41202706	0.806750551719828
17	41202806	-0.719874380275515
17	41202906	-1.03572294792459
17	41203006	-0.272647278414733
17	41203106	-0.0708462758951492
17	41203206	-1.3469766701095
17	41203306	-0.624205983027657
17	41203406	-1.82045466073339
17	41203506	0.231806594938513
17	41203606	0.268363123426982
17	41203949	0.410375294395943
17	41204049	-0.790707299490258
17	41204149	-1.19595014008176
17	41204249	0.140719708879559
17	41204349	0.0923863892125873
17	41204451	0.952502331999237
17	41204551	0.614201043632795
17	41204651	0.604111271733062
17	41204751	0.601046873102489
17	41204851	2.76765527800106
17	41205107	0.0687507747820861
17	41205207	-0.427369640374317
17	41205307	-0.205107146561452
17	41205930	1.26436173974193
17	41206030	-0.352421022065266
17	41206130	0.370400868175666
17	41206230	-0.028755823687372
17	41206330	0.466800707679107
17	41206430	1.2462638674205
17	41206530	1.54951425631174
17	41206630	2.47454281443823
17	41207043	-0.579241134685419
17	41207143	-0.0286349037685476
17	41207243	0.479470849392944
17	41207560	2.45429700910609
17	41207660	1.22183143749001
17	41207732	0.831918387725294
17	41207832	0.664581798065555
17	41207932	-0.0881502343653982
17	41208032	-0.728360191460966
17	41208132	0.694374894909072
17	41208232	0.648489608996863
17	41208332	1.44050889310207
17	41208424	1.90385335723563
17	41208524	1.36102275073989
17	41208624	1.36194325111181
17	41208724	0.793042716784376
17	41208824	0.266307894479923
17	41208924	0.302795635195536
17	41209024	0.313892452493632
17	41209124	0.329938101972769
17	41209224	0.500981904778925
17	41210016	2.72459096552236
17	41210116	2.32750099638829
17	41210216	1.87713933095877
17	41210316	1.99760879339462
17	41210416	0.380662193506421
17	41210516	0.301801626928594
17	41210616	-0.335475666845141
17	41210716	-0.253167619382578
17	41210816	0.35393301927771
17	41210916	0.26194033760713
17	41211016	0.687791635847162
17	41211116	1.11863488237548
17	41211402	1.48171365455913
17	41211502	0.540291943569926
17	41211602	0.604028585321753
17	41211702	1.00364365709386
17	41211802	1.14430967215751
17	41211902	1.82068476744328
17	41212168	4.63753832164587
17	41212268	5.63451828812634
17	41212451	4.54533949560286
17	41212551	4.94469891497551
17	41212789	2.18346061203921
17	41212889	2.55698556306094
17	41213126	0.443265836620115
17	41213226	-0.782902005292765
17	41213326	-0.225062527500278
17	41213426	-0.515226430190327
17	41213526	0.975738935041834
17	41213876	0.869698522643667
17	41213976	-0.43774321024614
17	41214076	0.0644944738357632
17	41214176	0.973957067721403
17	41214276	1.85925921307596
17	41214376	0.260860737637255
17	41214476	1.61485580393004
17	41214576	2.29483932413444
17	41215149	0.44096849491786
17	41215249	0.616634898361392
17	41215349	-0.0145329398794228
17	41215449	-0.362174452100217
17	41215549	-0.215295481532386
17	41215649	-0.244524531267089
17	41215749	0.568588398252891
17	41215849	0.792874627665075
17	41215949	0.621851494447196
17	41216049	-0.312546732509616
17	41216149	-0.332834841008651
17	41216249	0.493424670633355
17	41216349	-0.210439990392901
17	41216449	0.434853852075706
17	41216549	0.0675078310894328
17	41216649	-0.713979080959757
17	41216749	0.504703679478473
17	41216849	1.61059079413479
17	41217058	0.00331476168100742
17	41217158	-0.0817411013354507
17	41217258	-0.718490804603703
17	41217358	-0.797994606751671
17	41217626	1.14287753938239
17	41217726	-0.0516265514903731
17	41217826	0.324924979935113
17	41217926	0.635610601871231
17	41218026	0.510407405959613
17	41218126	0.472472066379569
17	41218226	-0.194138402541286
17	41218326	1.23580806536352
17	41218639	1.24525031865345
17	41218739	0.95145163356822
17	41218839	1.02345666068755
17	41219141	0.22256326231136
17	41219241	0.262529178622727
17	41219509	-1.00523550152639
17	41219609	-0.753910203266071
17	41219709	-0.647230926051815
17	41219809	-1.05898407776435
17	41219909	-0.536058807025458
17	41220009	-2.8596753890702
17	41220241	0.0598304957240485
17	41220341	0.490910860052394
17	41220471	1.75683924655996
17	41220571	0.528593723957123
17	41220671	0.828814595979257
17	41220771	0.826570409453159
17	41220871	0.129203320665536
17	41220971	-0.141324430848442
17	41221071	-0.189747512986806
17	41221171	-0.177952504195916
17	41221271	-0.079587591549551
17	41221371	-0.381432256777421
17	41221471	0.561662750192683
17	41221571	-0.143162273208587
17	41221671	-0.00996862492665529
17	41221771	0.348965964740834
17	41221871	0.297313868311818
17	41222257	-0.325839905911403
17	41222357	-0.968301772599924
17	41222457	-1.24007646083939
17	41222557	0.371783748667126
17	41222657	0.0853227204317563
17	41222757	-0.159296195422203
17	41222857	-0.306365320210242
17	41222957	-0.154839298108481
17	41223057	0.330531418212243
17	41223157	-0.0338401411115399
17	41223257	0.399540576903147
17	41223357	0.0851691957180229
17	41223457	-1.65616766710565
17	41223557	-4.09350199365864
17	41223657	-3.59088146575672
17	41224361	-Inf
17	41224461	-Inf
17	41224835	0.0440554517832088
17	41224935	-0.631625040588256
17	41225035	0.657922311643492
17	41225135	-0.821061033151249
17	41225235	-1.03113064863458
17	41225335	-0.609194756569521
17	41225435	-1.77801382192371
17	41225535	-1.9275857886139
17	41225635	-2.01943677063985
17	41225735	0.173137918859578
17	41225980	-0.221004061768539
17	41226080	-0.101629398388721
17	41226180	-1.14314532586598
17	41226280	-0.0664791802124075
17	41226380	-0.12227066556269
17	41226480	-0.42525517114769
17	41226580	-0.258849313927812
17	41226680	0.790472727054897
17	41226780	0.986716349256687
17	41226942	2.51022234398993
17	41227042	-0.376839331022657
17	41227142	-0.375727703127411
17	41227242	-1.09663336159881
17	41227342	-0.19716812359183
17	41227442	-0.149266047544998
17	41227749	1.15147691944228
17	41227849	1.2136412324217
17	41227949	1.30650654975295
17	41228049	0.350675780283697
17	41228149	-0.605642149260363
17	41228249	-0.724281108508011
17	41228349	-0.115706049447903
17	41228449	0.344026049013407
17	41228549	-0.36313483546651
17	41228649	-0.755992269236835
17	41228749	-0.14875549920126
17	41228849	0.116013886771482
17	41228949	0.358785884361692
17	41229049	0.00095044552716228
17	41229149	0.622667940032837
17	41229249	-0.0990518808153484
17	41229349	-0.140372076062972
17	41229442	-4.06631927475233
17	41229542	-2.9691594881207
17	41229625	1.1642470587087
17	41229725	-0.254793939265172
17	41230402	0.315726214187215
17	41230502	-3.25156872032643
17	41230602	0.282924110654547
17	41230702	0.461530085872423
17	41230802	0.256481293173414
17	41230902	1.30090261926705
17	41231144	2.07583446791728
17	41231244	0.378723204920498
17	41231344	0.939630773948527
17	41231444	0.135956910163236
17	41231544	0.609852799107472
17	41231644	0.958199052577213
17	41231744	0.769086064507289
17	41231844	-0.294311076413114
17	41231944	0.243658289242021
17	41232044	0.108631099834321
17	41232144	0.21160966049872
17	41232244	0.448677309964284
17	41232499	2.0265564356461
17	41232599	2.5575298518544
17	41232699	2.45991437454375
17	41232799	1.63239171169822
17	41232899	0.720375573511804
17	41232999	-0.021280734335592
17	41233099	-0.822804000379801
17	41233199	-0.783671949447059
17	41233299	-0.524436555721839
17	41233399	-0.595710946757225
17	41233499	-0.199299088933095
17	41233599	0.167508481435021
17	41233699	0.606570412469981
17	41233799	0.205939667326631
17	41233899	-0.279519023529475
17	41233999	-0.0479982747866922
17	41234099	-0.215727224756058
17	41234199	0.358278572260737
17	41234299	-0.456370342233316
17	41234399	-0.0360693359385451
17	41234499	-0.586552950138603
17	41234599	0.0180932335213726
17	41234699	-1.19926269677937
17	41234799	-0.310958511759261
17	41234899	-1.42165402202335
17	41234999	-1.3376128769006
17	41235099	-1.24861373103032
17	41235199	0.493425752840825
17	41235456	1.24729030807064
17	41235556	0.010544194565973
17	41235656	0.150805122163941
17	41235756	0.0208751763338792
17	41235856	-0.204794285206669
17	41236443	0.110343693467078
17	41236543	-0.262969882850696
17	41236643	-0.0210400097996943
17	41236743	-0.331959096125456
17	41236843	-0.323409326127482
17	41236943	-0.489977050490979
17	41237043	0.121319992114363
17	41237143	0.639647060013145
17	41237243	0.758988794344944
17	41237344	0.883676426638246
17	41237444	0.525595770224076
17	41237544	-0.169059159763603
17	41237644	0.183575139326853
17	41237744	-0.0389318072933826
17	41237844	-0.271335770262526
17	41237944	-0.55881822741761
17	41238044	-0.823042789344017
17	41238144	-1.57748785734683
17	41238244	-1.91376342230269
17	41238344	-1.01539713216385
17	41238444	-2.29492107854887
17	41238544	-1.13218377150928
17	41238644	-0.598216402970818
17	41238744	0.0545959103444175
17	41238844	-0.145639292687475
17	41238944	0.185237040423102
17	41239044	-0.151292069026192
17	41239144	-0.269638154532434
17	41239244	0.195691908859045
17	41239344	0.694997956307174
17	41239668	2.13730734938205
17	41239768	0.959530509852076
17	41239868	0.743589498583203
17	41239968	-0.238688351583652
17	41240068	0.0901474710207547
17	41240168	0.195586952415286
17	41240268	-0.476164091452049
17	41240368	-0.238668589087278
17	41240468	-0.176196841300141
17	41240568	-0.223426410481949
17	41240668	0.131881128463911
17	41240768	-1.31257400244581
17	41240868	0.197292722925407
17	41240968	0.409692444971004
17	41241154	-1.15551608311564
17	41241254	-0.942603686834366
17	41241349	-2.319137497685
17	41241449	-2.29101966470198
17	41241667	-0.271169475455876
17	41241767	0.37341756221238
17	41241806	0.66381076993896
17	41241906	0.942596293265079
17	41242006	0.436199647871155
17	41242106	0.55356834617692
17	41242206	0.434569093416672
17	41242306	0.739206816952531
17	41242631	0.854976747322947
17	41242731	-0.251332258422088
17	41242831	0.108829665153881
17	41242931	0.391171673106198
17	41243031	-0.0199736123345827
17	41243131	1.18120754009198
17	41243231	0.960837372438188
17	41243331	1.44211589530656
17	41243431	1.36141863801893
17	41243531	0.96923757972178
17	41243631	0.739452162562572
17	41243731	1.09528314382056
17	41243831	1.26058910418
17	41243931	0.484777240712354
17	41244031	1.27732677638111
17	41244131	0.841714134869651
17	41244231	0.573074079872968
17	41244331	0.895642951974726
17	41244431	0.489915344078833
17	41244531	0.553735724933711
17	41244631	0.843985355483163
17	41244731	0.886446180326205
17	41244831	0.732727624862147
